auditor,auditReportPageRange,link,page_text
,60 - 67,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0408/2020040800633.pdf,"67AUDITOR™S REPORTAUDITOR™S RESPONSIBILITIES FOR THE AUDIT OF THE FINANCIAL STATEMENTS (CONTINUED)From the matters communicated with audit committee, we determine those matters that were of most significance in the audit of the financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.PricewaterhouseCoopers Zhong Tian LLPSigning CPA Zheng JiaYan(Engagement Partner)Shanghai, the People™s Republic of ChinaSigning CPA27 March 2020 Zhao XianDaPwC ZT Shen Zi (2020) No. 15006(Page 8 of 8)"
,16 - 16,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0408/2020040800037.pdf,"Ernst & YoungSociété anonyme35E, Avenue John F. KennedyL-1855 LuxembourgTel: +352 42 124 1www.ey.com/luxembourg17A member firm of Ernst & Young Global LimitedB.P. 780L-2017 LuxembourgR.C.S. Luxembourg B 47 771TVA LU 16063074Independent auditor™s reportTo the Shareholders ofXtrackers49, Avenue J.F. KennedyL-1855 LuxembourgOpinionWe have audited the financial statements of Xtrackers and of each of its sub-funds (the ﬁFundﬂ), whichcomprise the statement of net assets and the statement of investments as at 31 December 2019 and thestatement of operations and changes in net assets for the year then ended, and the notes to the financialstatements, including a summary of significant accounting policies.In our opinion, the accompanying financial statements give a true and fair view of the financial position of theFundand of each of its sub-funds as at 31 December 2019, and of the results of their operations andchanges in their net assets for the year then ended in accordance with Luxembourg legal and regulatoryrequirements relating to the preparation and presentation of the financial statements.Basis for opinionWe conducted our audit in accordance with EU Regulation N° 537/2014, the Law of 23 July 2016 on theaudit profession (the ﬁLaw of 23 July 2016ﬂ) and with International Standards on Auditing (ﬁISAsﬂ) asadopted for Luxembourg by the ﬁCommission de Surveillance du Secteur Financierﬂ (ﬁCSSFﬂ). Ourresponsibilities under the EU Regulation Nº 537/2014, the Law of 23 July 2016 and ISAs are furtherdescribed in the ﬁResponsibilities of the ﬁréviseur d™entreprises agrééﬂ for the audit of the financialstatementsﬂ section of our report. We are also independent of the Fund in accordance with the InternationalEthics Standards Board for Accountants™ Code of Ethics for Professional Accountants (ﬁIESBA Codeﬂ) asadopted for Luxembourg by the CSSF together with the ethical requirements that are relevant to our audit ofthe financial statements, and have fulfilled our other ethical responsibilities under those ethical requirements.We believe that the audit evidence we have obtained is sufficient and appropriate to provide a basis for ouropinion.Key audit mattersKey audit matters are those matters that, in our professional judgment, were of most significance in our auditof the financial statements of the current period. We have determined that there are no key audit matters tocommunicate in our report."
,51 - 56,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0407/2020040700410.pdf,"Auditor™sResponsibilitiesfortheAuditoftheConsolidatedFinancialStatements(Continued)Fromthematterscommunicatedwiththosechargedwithgovernance,wedeterminethosemattersthatwereofmostsignificanceintheauditoftheconsolidatedfinancialstatementsofthecurrentperiodandarethereforethekeyauditmatters.Wedescribethesemattersinourauditor™sreportunlesslaworregulationprecludespublicdisclosureaboutthematterorwhen,inextremelyrarecircumstances,wedeterminethatamattershouldnotbecommunicatedinourreportbecausetheadverseconsequencesofdoingsowouldreasonablybeexpectedtooutweighthepublicinterestbenefitsofsuchcommunication.Theengagementpartnerontheauditresultinginthisindependentauditor™sreportisHoChunYu.PricewaterhouseCoopersCertifiedPublicAccountantsHongKong,26March2020INDEPENDENTAUDITOR™SREPORT54HuayiTencentEntertainmentCompanyLimited|AnnualReport2019"
,54 - 112,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0406/2020040601352.pdf,"Annual Report 2019111XI. Corporate Governance (Corporate Governance Report) (Continued)(II) Directors’ responsibility in respect of the Financial StatementsThe Directors acknowledge their responsibility for preparing the financial statements of the Company for the year ended 31 December 2019.The Directors are not aware of any material uncertainties relating to events or conditions that may cast significant doubt upon the Company’s ability to continue as a going concern.The statement of the independent auditors of the Company about their reporting responsibilities on the financial statements is set out in the financial report.(III) Auditors’ RemunerationThe remuneration paid to the Company’s external independent auditors (including KPMG Huazhen LLP and other PRC auditors) in respect of audit services for the year ended 31 December 2019 amounted to RMB3,806,400, of which RMB2,700,000 is for audit services conducted under CASBE and RMB500,000 is for audit services relating to the internal control for financial reporting rendered by KPMG Huazhen LLP. For the year ended 31 December 2019, the Company incurred a total of RMB100,000 of fees for non-audit services preparation by its external independent auditors relating to the production of the environmental, social and governance report of the Company.(IV) Risk Management and Internal ControlsThe Board acknowledge its responsibility for the risk management and internal control systems and reviewing their effectiveness. Such systems are designed to manage rather than eliminate the risk of failure to achieve business objectives, and can only provide reasonable and not absolute assurance against material misstatement or loss.The Board has the overall responsibility for evaluating and determining the nature and extent of the risks it is willing to take in achieving the Company’s strategic objectives, and establishing and maintaining appropriate and effective risk management and internal control systems.The Audit Committee assists the Board in leading the management and overseeing their design, implementation and monitoring of the risk management and internal control systems.The Board, through the Audit Committee, has reviewed the effectiveness of the risk management and internal control systems of the Company and its subsidiaries for the year ended 31 December 2019.The management monitors the assessment of the risk management and internal controls and has confirmed to the Board and the Audit Committee on the effectiveness of the risk management and internal control systems for the year ended 31 December 2019."
"The Board has delegated to the Audit and Risk Management Committee with written terms of reference prepared according to the relevant requirements of the Articles of Association, the Company Law of the PRC, the Listing Rules, A Guide for Effective Audit Committees published by the Hong Kong Institute of",109 - 136,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0402/2020040201283.pdf,"131Composition and DutiesThe members of the Audit and Risk Management Committee were appointed by the Board, comprising three members, namely Francis Siu Wai Keung () (the chairman of the Audit and Risk Management Committee and an independent non-executive Director), Na Xizhi () (an independent non-executive Director) and Zhang Yong () (a non-executive Director). The details of their personal particulars are set out in the ""Board of Directors, Supervisory Committee and Senior Management"" on page 81-82 of this Annual Report.The Board has delegated to the Audit and Risk Management Committee with written terms of reference prepared according to the relevant requirements of the Articles of Association, the Company Law of the PRC, the Listing Rules, A Guide for Effective Audit Committees published by the Hong Kong Institute of Certified Public Accountants. The Audit and Risk Management Committee shall be responsible for examining the regular financial statements of the Company, the appointment of independent auditors, and audit fees and other matters. The terms of reference are detailed in the Terms of Reference for the Audit and Risk Management Committee under the Board of Directors of CGN Power Co., Ltd. and available on the websites of the Company and the Hong Kong Stock Exchange. For details, please refer to the ""Corporate Governance Report"" on page 104 of this Annual Report.Meetings of the Audit and Risk Management Committee shall be held on a regular basis per year or an extraordinary meeting shall be convened when necessary. The meetings shall discuss financial report, internal audit work plan and internal control and risk management related issues, and listen to working reports from the Company's management, review the Company's regular report, etc. The Audit and Risk Management Committee may, if needed, engage relevant professional institutions and listen to experts' advice from professional institutions before making decisions and recommendations to the Board.On August 26, 2019, A shares of the Company were issued and listed on the SZSE, and Terms of Reference for the Audit and Risk Management Committee under the Board of Directors came into effective after being approved at the Fourth extraordinary meeting of the second session of the Board of Directors held on 25 April, 2018.Annual Work SummaryIn 2019, the Audit and Risk Management Committee convened seven meetings to consider 23 resolutions. All members expressed independent opinions, which were reported to the Board by the chairman of the committee. The Audit and Risk Management Committee considered resolutions in relation to the interim and annual financial reports and the appointment of audit firms of the Company for 2019, as well as the resolutions in relation to the internal control and risk management, including the internal control assessment report and risk management assessment report for the year 2018, and the internal control assessment plan and risk management assessment plan for the year 2019. The committee also considered the resolutions in relation to the annual plans concerning the relevant work such as the 2019 internal audit plan of the Company and working plan of the committee so as to make reasonable arrangement for the relevant audit and its own work.Audit and Risk Management CommitteeMarch 25, 2020",False
,323 - 362,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0401/2020040103513.pdf,˛˚˝˙˙ˆ˛˝˙ˆˇ˘˜˚˚˛˝˙ˆˇ˘˜–Independent auditor™s report to Prudential plc on the European Embedded Value (EEV) basis supplementary information‡˘ˆ˘˙˝˝˙˝˙ˆ‡˙˝˘˘˘ˇˇˇ˘˝•˘˘˙ˇˆ˘ˆ•˝˘ˆ˝˛ˆ•˘ˆ†ˆ˝ˆ˛˘˚˝…ˆ˚’˝˚ˆ’ˆš˛˘˚˝˙˙ˆ“¬•˘ˆﬁ˝˚…‘ˆ’•˘ˆ…˘˝ˆ˘˚˘ˆ€˘˘˘˘˛ˆ˚ˆ•˘ˆ†ˆ˝ˆ˛˙ˆ˝˚ˆ™ˆ˚ˆ•˘ˆ†ˆ˝ˆ˛˙ˆ˝˘ˆŠ•˘ˆ†ˆ˝ˆ˙˘˘˚˝…ˆ˚’˚ˆ•ˆ˘ˆ˝ˆ˚ˆ˚©˛˚˚ˆ•ˆ•˘ˆ˛ˆ–˚˝˝˙ˆ˝˘˚‚˚˛˚˚ﬂ•˘†˝ˆ˛˘˚˝…ˆ˚’˝˚ˆ’ˆ•˘ˆﬁ˝˚…ˆ’•˘ˆ…˘˝ˆ˘˚˘ˆ€˘˘˘ˆˆ•˝ˆ˘˘˚ˆ˘˙…ˆ˝ˆ˚ˆ˝˙˙ˆ˝˝˙ˆ˘ﬂˆ˚ˆ˝˝˚˘ˆ•ˆ•˘ˆ˛˘˝˚ˆ˘˘ˆ†˝˙˛˘ˆš˘ˆ˛˘…•˘˛˘˝˚ˆ‚˚˛˝˚˘ˆﬁ‰ˆ˛˚‹ˆ“¬•˘†ˆš˚˙˘‘ˆ˛˚ˆ•˘˘•˙…ˆ˝˚ˆ˝˛˚˘˛ˆ˚ˆ•˘ˆ™ˆ˚ˆ•˘ˆ†ˆ˝ˆ˛˙−ˇˇˇ˝ˇˇ˝ˇ˝˘ˆ˝˜ˆ˘Œ˙˝˚˘ˆˆ’˛˙˙…ˆ˚ˆ•˘ˆˆˇ˘˚˙˘ˆ˝˘˚ˆ˘ˆ˛ˆ˚ˆ˝˘ˆ€ƒ−ﬂˆ•˘ˆˆ•˝˘ˆ˝˘ˆ˚˙…ˆ’ˆ•˘ˆ˝˝˚ˆ’ˆ•˘ˆ˛˙˘˘˚˝…˚’˝˚˚•˘†ˆ˝˚ˆ˝˝˚˘••˘†ˆš˘ˆ‰˛ˆ˚˙…ˆˆˆ˝˛ﬂˆ˝˚ˆ˘Œˆ˝˚˚˚˚ﬂ•˘˛˙˘˘˚˝…ˆ˚’˝˚ˆ˚ˆ˝˝˚˘ˆ•ˆ•˘ˆˆ’ˆ˛ˆ˘˚˘˚ˆ˝ˆ˚ˆ˝ˆ•ˆ‚˚˘˚˝˚˝˙ˆ˝˚ˆ˚ˆ˜˛˚ˆ“Ł¢‘ˆŠ•˘ˆ˝˚˝ˆ‡˛˛ˆˆ˙…ˆ•ˆ˘ˆ˚˝˙ˆˇ˘˚ˆﬁ˛˚˙ˆ˝˙ˆ˝˚ˇ˘ƒ˘˘ˇ˘ˇ˝˝ˇˆ˘˝ˆ˘ˇ†—”˜˘˚’•˘˘’ˆ˝˚ˆ˝˛’ˆ–˚˝˚˝˙ˆ˝˘˚ˆˆ˘ˆ˚ˆ˛ˆ˘˝ˆŸ¦˛Ÿ¦˝˛˘˛Ÿ—˝ˆŠ•ˆˆˆ˝˘˛©˘˝˚ˆ˘Œ˙˝˚˝˚ˆ˝˚ˆ˛ˆ˚˙˘ﬂˆ˝ˆ˛˙•˘ˆ˚ˆ•˝˘ﬂˆ••ˆ˝ˆ˚˝ˆ˚ˆ•ˆ˝ˆ’ˆ˘ˆ˛ˆ˚ˆ’˛˙˙ˆ˝˚ˆ•˛˙˘ˆ˝ˆˆ˘ˆ˝˚ˆ˛˚˘˝˚˚’•˘˛˘’•ˆﬂˆ•˘ˆŸˆ˘ˆ•˝˘ˆ˛˚˘˝Ÿ˘˚ˆ˝˚•˘˝’˛˚˚…ˇ˙˝ˇˇ˝˘ˆ˝ˇ˝˘˘ˇ•ˇ˝˘ˇ˝ˇ™•Š•ˆˆˆ˝˘ˆ˙˘˙…ˆˆ•˘ˆﬁ˝˚…ˆ˚ˆ˝˝˚˘ˆ•ˆ•˘ˆˆ’ˆ˛ˆ˘˚˝˘˘˚ˆ‰˛ˆ˝˛Ÿˆ•˝˘˘˚ˆ˛˚˘˝Ÿ˘˚ˆˆ•˝˘ˆ•ˆ˝ˆˆ•˘ˆﬁ˝˚…ˆ•˘ˆ˝ˆ˘ˆ•˝˘ˆ˘˘˚ˆ˘˚˝˘ˆˆ˝ˆ˚ˆ•ˆˆ˝˚’ˆ˚ˆ•˘ˆ˛˘ˆŠˆ•˘ˆ’˛˙˙˘ˆ˘Œ˚ˆ˘ˆ…ˆ˙˝ﬂˆ˘ˆˆ˚ˆ˝˘ˆˆ˝˛˘ˆ˚˙…ˆˆ˝˚˚˘ˆ•˘•˝˚ˆ•˘ˆﬁ˝˚…ˆ’˛ˆ˝˛Ÿﬂˆ’•ˆﬂˆˆ’ˆ•˘ˆ˚˚ˆ˘ˆ•˝˘ˆ’˘ˆ˛˝’ˆ˝˚˚˘•˝˙’’ˆ¢šˆııšﬂˆ˝…ˆ˜˛ˆﬁ•˝˜˛˚˝˚ˆı˝•
,245 - 254,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0331/2020033101498.pdf,"253Risk review and Capital reviewStrategic reportSupplementary informationFINANCIAL STATEMENTSDirectors™ reportIrregularities Œ ability to detect We identi˜ed areas of laws and regulations that could reasonably be expected to have a material effect on the ˜nancial statements from  our general commercial and sector experience, through discussion with the Directors and other management (as required by auditing standards), and from inspection of the Group™s regulatory and  legal correspondence and discussed with the Directors and other management the policies and procedures regarding compliance  with laws and regulations. We communicated identi˜ed laws and regulations throughout our team and remained alert to any  indications of non-compliance throughout the audit. This included communication from the Group to component audit teams of relevant laws and regulations identi˜ed at Group level. The potential effect of these laws and regulations on the ˜nancial statements varies considerably. Firstly, the Group is subject to laws and regulations that directly  affect the ˜nancial statements including ˜nancial reporting legislation (including related companies legislation), distributable pro˜ts legislation and taxation legislation and we assessed the extent of compliance with these laws and regulations as part of our procedures on the related ˜nancial statement items. Secondly, the Group is subject to many other laws and regulations where the consequences of non-compliance could have a material effect on amounts or disclosures in the ˜nancial statements, for instance through the imposition of ˜nes or litigation or the loss of the Group™s licence to operate. We identi˜ed the following areas as those most likely to have such an effect: regulatory capital and liquidity, conduct, ˜nancial crime including money laundering, sanctions list and market abuse regulations recognising the ˜nancial and regulated nature of the Group™s activities. Auditing standards limit the required audit procedures to identify non-compliance with these laws and regulations to enquiry of the Directors and other management  and inspection of regulatory and legal correspondence, if any. Through these procedures, we became aware of actual or suspected non-compliance and considered the effect as part of our procedures on the related ˜nancial statement items. The identi˜ed actual or suspected non-compliance was not suf˜ciently signi˜cant to our  audit to result in our response being identi˜ed as a key audit matter.Owing to the inherent limitations of an audit, there is an unavoidable risk that we may not have detected some material misstatements  in the ˜nancial statements, even though we have properly planned and performed our audit in accordance with auditing standards.  For example, the further removed non-compliance with laws and regulations (irregularities) is from the events and transactions  re˚ected in the ˜nancial statements, the less likely the inherently  limited procedures required by auditing standards would identify it.  In addition, as with any audit, there remained a higher risk of non-detection of irregularities, as these may involve collusion, forgery, intentional omissions, misrepresentations, or the override of internal controls. We are not responsible for preventing non-compliance  and cannot be expected to detect non-compliance with all laws  and regulations. 8 The purpose of our audit work and to whom we owe our responsibilities This report is made solely to the Company™s members, as a body,  in accordance with Chapter 3 of Part 16 of the Companies Act 2006. Our audit work has been undertaken so that we might state to the Company™s members those matters we are required to state to them in an auditor™s report and for no other purpose. To the fullest extent permitted by law, we do not accept or assume responsibility to anyone other than the Company and the Company™s members,  as a body, for our audit work, for this report, or for the opinions we have formed. Paul Furneaux Senior Statutory Auditor For and on behalf of KPMG LLP, Statutory Auditor  Public Interest Entity Auditor recognised in accordance with the  Hong Kong Financial Reporting Council OrdinanceChartered Accountants  15 Canada Square  London E14 5GL 27 February 2020"
,147 - 150,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0331/2020033100533.pdf,"Annual Report RUSAL 2019150Financial StatementsŠ Obtain sufficient appropriate audit evidence business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with those charged with governance regarding, among other matters, the planned scope and timing of the audit and significant audit findings, that we identify during our audit.We also provide those charged with governance with a statement that we have complied with relevant ethical requirements regarding independence, and communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with those charged with governance, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditors™ report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh REPORT ON OTHER LEGAL AND REGULATORY REQUIREMENTSMatters on which we are required to report by exception.We have nothing to report in respect of the following matters where the Companies (Jersey) Law 1991 requires us to report to you if, in our opinion:Š adequate accounting records have not been kept by the Company; orŠ returns adequate for our audit have not been received from branches not visited by us; orŠ agreement with the accounting records; orŠ we have not received all the information and explanations we require for our audit.The engagement partner on the audit resulting in this independent auditors™ report is:Yerkozha AkylbekFor and on behalf of JSC ﬁKPMGﬂRecognized AuditorsMoscow, Russia12 March 2020"
,123 - 130,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0331/2020033100515.pdf,"1292019 ANNUAL REPORT    INDEPENDENT AUDITOR™S REPORTWe communicate with the audit committee regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide the audit committee with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with the audit committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Arthur Chi Ping Kwok.PricewaterhouseCoopersHong Kong, 16 March 2020"
A further description of our responsibilities for the audit of the consolidated financial statements is located at the ZHONGHUI ANDA CPA Limited,50 - 52,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0330/2020033000622.pdf," JANCO HOLDINGS LIMITED  52INDEPENDENT AUDITOR™S REPORT RESPONSIBILITIES OF DIRECTORS FOR THE CONSOLIDATED FINANCIAL STATEMENTSin accordance with HKFRSs issued by the HKICPA and the disclosure requirements of the Hong Kong Companies Ordinance, and for such internal control as the directors determine is necessary to enable the preparation of consolidated financial statements that are free from material misstatement, whether due to fraud or error.In preparing the consolidated financial statements, the directors are responsible for assessing the Group™s ability to continue as a going concern, disclosing, as applicable, matters related to going concern and using the going concern basis of accounting unless the directors either intend to liquidate the Group or to cease operations, or have no realistic alternative but to do so.AUDITOR™S RESPONSIBILITIES FOR THE AUDIT OF THE CONSOLIDATED FINANCIAL STATEMENTSOur objectives are to obtain reasonable assurance about whether the consolidated financial statements as a whole are free from material misstatement, whether due to fraud or error, and to issue an auditor™s report that includes our opinion. We report our opinion solely to you, as a body, and for no other purpose. We do not assume responsibility towards or accept liability to any other person for the contents of this report. Reasonable assurance is a high level of assurance, but is not a guarantee that an audit conducted in accordance with HKSAs will always detect a material these consolidated financial statements.A further description of our responsibilities for the audit of the consolidated financial statements is located at the ZHONGHUI ANDA CPA LimitedCertified Public AccountantsNgan Hing HonAudit Engagement DirectorPractising Certificate Number P05294Hong Kong, 24 March, 2020",False
,79 - 83,https://www1.hkexnews.hk/listedco/listconews/gem/2020/0326/2020032601751.pdf,"    82INDEPENDENT AUDITOR™S REPORT 2829AUDITOR™S RESPONSIBILITY FOR THE AUDIT OF THE CONSOLIDATED FINANCIAL STATEMENTS (continued) Obtain sufficient appropriate audit evidence regarding the financial information of the entities or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with the Audit Committee regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Mr. Wong Wo Cheung.RSM Hong KongCertified Public Accountant29th Floor, Lee Garden Two,28 Yun Ping Road,Causeway Bay,Hong Kong20 March 2020"
"Misstatements can arise from fraud or error and are considered material if, individually or in the aggregate, they could reasonably be expected to influence the economic decisions of users taken on the basis of these consolidated financial statements.ﬁA further description of our responsibilities for the audit of the consolidated financial statements is located at the HKICPA™s website at:http://www.hkicpa.org.hk/en/standards-and-regulations/standards/auditing-assurance/auditre/This description forms part of our auditor™s report.ﬂZHONGHUI ANDA CPA Limited",77 - 79,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0326/2020032601729.pdf,"79Independent Auditor™s Report Responsibilities of Directors for the Consolidated Financial StatementsThe directors are responsible for the preparation of the consolidated financial statements that give a true and fair view in accordance with HKFRSs issued by the HKICPA and the disclosure requirements of the Hong Kong Companies Ordinance, and for such internal control as the directors determine is necessary to enable the preparation of consolidated financial statements that are free from material misstatement, whether due to fraud or error.In preparing the consolidated financial statements, the directors are responsible for assessing the Group™s ability to continue as a going concern, disclosing, as applicable, matters related to going concern and using the going concern basis of accounting unless the directors either intend to liquidate the Group or to cease operations, or have no realistic alternative but to do so.Auditor™s Responsibilities for the Audit of the Consolidated Financial StatementsOur objectives are to obtain reasonable assurance about whether the consolidated financial statements as a whole are free from material misstatement, whether due to fraud or error, and to issue an auditor™s report that includes our opinion. We report our opinion solely to you, as a body, and for no other purpose. We do not assume responsibility towards or accept liability to any other person for the contents of this report. Reasonable assurance is a high level of assurance, but is not a guarantee that an audit conducted in accordance with HKSAs will always detect a material misstatement when it exists. Misstatements can arise from fraud or error and are considered material if, individually or in the aggregate, they could reasonably be expected to influence the economic decisions of users taken on the basis of these consolidated financial statements.ﬁA further description of our responsibilities for the audit of the consolidated financial statements is located at the HKICPA™s website at:http://www.hkicpa.org.hk/en/standards-and-regulations/standards/auditing-assurance/auditre/This description forms part of our auditor™s report.ﬂZHONGHUI ANDA CPA LimitedCertified Public AccountantsPang Hon ChungAudit Engagement DirectorPractising Certificate Number P05988Hong Kong, 13 March 2020",False
,49 - 53,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0326/2020032600623.pdf,53˜˚˛˝˙ˆ˜ˇ˙˜˘˙˚˘˘˚˘ˆ˜ˆ˜⁄ˆˇ˙˚˝˙ﬂ’€‚˜ﬁ›—˜‚…ﬁﬁ—’‹˜„€‚‚„…ﬁ—⁄˜Ÿ−ﬁ›˜ﬁ›—˜–⁄−ﬁ˜‚‚−ﬁﬁ——Ÿ—˜⁄—ﬁ—’‚−˜ﬁ›€‹—˜‚…ﬁﬁ—’‹˜ﬁ›…ﬁ˜Ÿ—’—˜€™˜‚€‹ﬁ˜—˜ﬁ›—˜…–⁄−ﬁ˜€™˜ﬁ›—˜„—⁄˜‹ﬁ…ﬁ€™˜ﬁ›—˜„–’’Ł—…’˜…’—˜ﬁ›—’—™€’—˜ﬁ›—˜‰—Ł˜…–⁄−ﬁ˜‚…ﬁﬁ—’‹š˜†—˜⁄—‹„’−ı—˜ﬁ›—‹—˜‚…ﬁﬁ—’‹˜€–’˜…–⁄−ﬁ‹˜’—Ž€’ﬁ˜—‹‹˜ƒ…Ÿ˜€’˜’Ž’—„ƒ–⁄—‹˜Ž–ıƒ−„˜⁄−‹„ƒ€‹–’—˜…ı€–ﬁ˜ﬁ›—˜‚…ﬁﬁ—’˜€’˜—£ﬁ’—‚—ƒŁ˜’…’—˜„−’„–‚‹ﬁŸ—˜⁄—ﬁﬁ›…ﬁ˜…˜‚…ﬁﬁ—’˜‹›€–ƒ⁄˜˜ı—˜„…ﬁ—⁄˜€–’˜’—Ž€’ﬁ˜ı—„…–‹—˜ﬁ›—˜…⁄ł—’‹—˜„—‹˜€™˜‹€˜Ÿ€–ƒ⁄˜’Ł˜ı—˜—£Ž—„ﬁ—⁄˜ﬁ€˜€–ﬁŸ—’—‹‹˜’—Ž€’ﬁ˜−‹˜—−˜˛€š˘†„˛
,58 - 62,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0325/2020032500394.pdf,INDEPENDENT AUDITOR™S REPORT (CONTINUED)•ˆˆ˙˚ˆˆˆˆˆˆ˛˝ˆˆšˆ˙˛ˆ˙ˆﬁˆ˛ˆˆ˙ˆ˛˝ˆˆ˙ˆˆ˝˘ˆ˘˙ˆˆ˘˙˛˝ˆ˘ˆ˘˛ˆ˛˝ˆ˙ˆˆ˛˝ˆˆ‰Certified Public Accountants
,151 - 164,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0320/2020032000445.pdf,"163Ł Ł Ł Ł (Donowho, Simon Christopher)"
,59 - 166,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0313/2020031300942.pdf,"This annual report is available in both English and Chinese versions and has been published on our website at www.langhamhospitality.com and the website ﬁHKExnewsﬂ at www.hkexnews.hk.Where (i) Holders of Share Stapled Units who have chosen to receive or are deemed to have consented to receiving this annual report by electronic means wish to receive printed form of this annual report; or (ii) Holders of Share Stapled Units who have received or chosen to receive printed form wish to receive another language version of this annual report; or (iii) Holders of Share Stapled Units who wish to change their choice of means of receipt or language of our future corporate communications (including but not limited to directors™ report, annual accounts, independent auditor™s report, interim report, notice of meeting and circular), they may at any time send their request by reasonable notice in writing by post or by email to Langham.ecom@langhamhospitality.com or by completing and returning the Change Request Form to the Share Stapled Units Registrar, Computershare Hong Kong Investor Services Limited by using the mailing label on the Change Request Form (postage prepaid if delivered within Hong Kong). The Change Request Form is being sent to Holders of Share Stapled Units together with the printed form of this annual report or written notification (as the case may be)."
,31 - 31,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0312/2020031200501.pdf,"31to ensure that he/she is sufficiently aware of his responsibilities under the Listing Rules and other relevant regulatory requirements.The Directors are regularly briefed on the amendments to or updates on the relevant laws, rules and regulations. In addition, the Company has been encouraging the Directors and senior executives to enrol in a wide range of professional development courses and seminars relating to the Listing Rules, the Companies Ordinance or act and corporate governance practices organised by professional bodies and independent auditors so that they can continuously update and further improve their relevant knowledge and skills.From time to time, Directors are provided with written materials to develop and refresh their professional skills; the company secretary also organises and arranges seminars on the latest development of applicable laws, rules and regulations for the Directors to assist them in performing their duties. During the year under review, the company secretary of the Company, Ms. Ng Man Yee Karen, has completed over 15 hours professional training.According to the records maintained by the Company, the Directors received the following training with an emphasis on the roles, functions and duties of a director of a listed company in compliance with the requirement of the CG Code on continuous professional development during the year under review:Corporate Governance/ Updates on laws,  rules and regulationsReadmaterialsAttendworkshopsExecutive DirectorsWang An˜˜Zhang Hui˜˜Wang Yan Hui˜˜Non-executive DirectorsLiu Tsung-Yi˜˜Independent non-executive DirectorsJiang Hong Qi˜˜Li Wei˜˜Li Tong Ning (resigned on 26 June 2019) ˜˜Li Yao (appointed on 26 June 2019) ˜˜15"
