auditor,auditReportPageRange,link,page_text,normal
BDO Limited,38 - 42,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400832.pdf,"42Auditor™s Responsibilities for the Audit of the Consolidated Financial Statements (continued)We communicate with the Audit Committee regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit. We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with the directors, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.BDO LimitedCertified Public AccountantsLee Ming WaiPractising Certificate no. P05682Hong Kong, 30 March 2020",True
Ernst & Young,67 - 71,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400822.pdf,"71AUDITOR™S RESPONSIBILITIES FOR THE AUDIT OF THE CONSOLIDATED FINANCIAL STATEMENTS (Continued)Ł Conclude on the appropriateness of the directors™ use of the going concern basis of accounting and, based on the audit evidence obtained, whether a material uncertainty exists related to events or conditions that may cast significant doubt on the Group™s ability to continue as a going concern. If we conclude that a material uncertainty exists, we are required to draw attention in our auditor™s report to the related disclosures in the consolidated financial statements or, if such disclosures are inadequate, to modify our opinion. Our conclusions are based on the audit evidence obtained up to the date of our auditor™s report. However, future events or conditions may cause the Group to cease to continue as a going concern.Ł Evaluate the overall presentation, structure and content of the consolidated financial statements, including the disclosures, and whether the consolidated financial statements represent the underlying transactions and events in a manner that achieves fair presentation.Ł Obtain sufficient appropriate audit evidence regarding the financial information of the entities or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with the Audit Committee regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Siu Fung Terence Ho.Ernst & YoungCertified Public AccountantsHong Kong30 March 2020",True
PricewaterhouseCoopers,53 - 57,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400806.pdf,"ANNUAL REPORT 2019   I   XINYI SOLAR HOLDINGS LIMITED57We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Lai Pui Ling, Sandra.PricewaterhouseCoopersCertified Public Accountants Hong Kong, 16 March 2020",True
PricewaterhouseCoopers,64 - 67,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400768.pdf,"67Ł Obtain an understanding of internal control relevant to the audit in order to design audit procedures that are appropriate in the circumstances, but not for the purpose of expressing an opinion on the effectiveness of the Group™s internal control.Ł Evaluate the appropriateness of accounting policies used and the reasonableness of accounting estimates and related disclosures made by the directors.Ł Conclude on the appropriateness of the directors™ use of the going concern basis of accounting and, based on the audit evidence obtained, whether a material uncertainty exists related to events or conditions that may cast significant doubt on the Group™s ability to continue as a going concern. If we conclude that a material uncertainty exists, we are required to draw attention in our auditor™s report to the related disclosures in the consolidated financial statements or, if such disclosures are inadequate, to modify our opinion. Our conclusions are based on the audit evidence obtained up to the date of our auditor™s report. However, future events or conditions may cause the Group to cease to continue as a going concern.Ł Evaluate the overall presentation, structure and content of the consolidated financial statements, including the disclosures, and whether the consolidated financial statements represent the underlying transactions and events in a manner that achieves fair presentation.Ł Obtain sufficient appropriate audit evidence regarding the financial information of the entities or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with those charged with governance regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide those charged with governance with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with those charged with governance, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matter. We describe the matter in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Ho Chiu Yin, Ivan.PricewaterhouseCoopersCertified Public AccountantsHong Kong, 30 March 2020",True
HLM CPA Limited,50 - 58,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400762.pdf,"58INDEPENDENT AUDITOR™S REPORT   P05908From the matters communicated with those charged with governance, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.HLM CPA LimitedCertified Public AccountantsYIP YUEN NGAPractising Certificate Number: P05908Hong Kong24 March 2020",True
PricewaterhouseCoopers,49 - 53,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400760.pdf,"53 Obtain sufficient appropriate audit evidence regarding the financial information of the entities or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with the Audit Committee regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Ho Kwok Fai.PricewaterhouseCoopersCertified Public AccountantsHong Kong, 16 March 2020",True
Deloitte Touche Tohmatsu,75 - 80,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400724.pdf,"79Auditor™s Responsibilities for the Audit of the Consolidated Financial Statements  (Continued)Evaluate the overall presentation, structure and content of the consolidated financial statements, including the disclosures, and whether the consolidated financial statements represent the underlying transactions and events in a manner that achieves fair presentation.Obtain sufficient appropriate audit evidence regarding the financial information of the entities or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with those charged with governance regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide those charged with governance with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with those charged with governance, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in the independent auditor™s report is Leung Chui Shan.Deloitte Touche TohmatsuCertified Public AccountantsHong Kong16 March 2020",True
KPMG,77 - 81,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400708.pdf,"81AUDITOR™S RESPONSIBILITIES FOR THE AUDIT OF THE CONSOLIDATED FINANCIAL STATEMENTS (Continued)We communicate with the Audit Committee regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence and communicate with them all relationships and other matters that may reasonably be thought to bear on our independence and, where applicable, related safeguards.From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication. The engagement partner on the audit resulting in this independent auditor™s report is Tse, Wong Pui.KPMGCertified Public Accountants8th Floor, Prince™s Building10 Chater RoadCentral, Hong Kong19 March 2020",True
Ernst & Young,121 - 129,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400632.pdf,"128AUDITOR™S RESPONSIBILITIES FOR THE AUDIT OF THE CONSOLIDATED FINANCIAL STATEMENTS (continued)From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Lai Wan Fung.Ernst & YoungCertified Public Accountants22/F CITIC Tower1 Tim Mei AvenueCentralHong Kong18 March 2020122",True
Deloitte Touche Tohmatsu,50 - 55,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400624.pdf,"55INDEPENDENT AUDITOR™S REPORT Conclude on the appropriateness of the directors' use of the going concern basis of accounting and, based on the audit evidence obtained, whether a material uncertainty exists related to events or conditions that may cast significant doubt on the Group's ability to continue as a going concern. If we conclude that a material uncertainty exists, we are required to draw attention in our auditor's report to the related disclosures in the consolidated financial statements or, if such disclosures are inadequate, to modify our opinion. Our conclusions are based on the audit evidence obtained up to the date of our auditor's report. However, future events or conditions may cause the Group to cease to continue as a going concern. Evaluate the overall presentation, structure and content of the consolidated financial statements, including the disclosures, and whether the consolidated financial statements represent the underlying transactions and events in a manner that achieves fair presentation. Obtain sufficient appropriate audit evidence regarding the financial information of the entities or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with those charged with governance regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide those charged with governance with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with those charged with governance, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor's report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in the independent auditor's report is Luk Kam Fan.Deloitte Touche TohmatsuCertified Public AccountantsHong Kong30 March 2020",True
Ernst & Young,24 - 44,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400489.pdf,"Luks Group (Vietnam Holdings) Company LimitedAnnual Report 201944Independent Auditor™s ReportTo the shareholders of Luks Group (Vietnam Holdings) Company Limited(Incorporated in Bermuda with limited liability)Auditor™s responsibilities for the audit of the consolidated financial statements (continued)From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Mr. CHUNG Ho Ling.Ernst & YoungCertified Public Accountants22/F, CITIC Tower1 Tim Mei AvenueCentral, Hong Kong20 March 2020",True
Ernst & Young,67 - 70,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400483.pdf,"Zengame Technology Holding Limited Annual Report 201970Zengame Technology Holding LimitedAnnual Report 201970Independent Auditor’s Report• Evaluate the appropriateness of accounting policies used and the reasonableness of accounting estimates and related disclosures made by the directors.• Conclude on the appropriateness of the directors’ use of the going concern basis of accounting and, based on the audit evidence obtained, whether a material uncertainty exists related to events or conditions that may cast significant doubt on the Group’s ability to continue as a going concern. If we conclude that a material uncertainty exists, we are required to draw attention in our auditor’s report to the related disclosures in the consolidated financial statements or, if such disclosures are inadequate, to modify our opinion. Our conclusions are based on the audit evidence obtained up to the date of our auditor’s report. However, future events or conditions may cause the Group to cease to continue as a going concern.• Evaluate the overall presentation, structure and content of the consolidated financial statements, including the disclosures, and whether the consolidated financial statements represent the underlying transactions and events in a manner that achieves fair presentation.• Obtain sufficient appropriate audit evidence regarding the financial information of the entities or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion. We communicate with the Audit Committee regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor’s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor’s report is Law Kwok Kee.Ernst & YoungCertified Public AccountantsHong Kong18 March 2020",True
PricewaterhouseCoopers,81 - 88,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400461.pdf,"88From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current year and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Mr. Lam Sung Wan.PricewaterhouseCoopersCertified Public AccountantsHong Kong, 27 March 2020",True
Deloitte Touche Tohmatsu,101 - 106,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400189.pdf,"105From the matters communicated with those charged with governance, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in the independent auditor™s report is Wong Yan Wah.Deloitte Touche TohmatsuCertified Public AccountantsHong Kong30 March 2020",True
Deloitte Touche Tohmatsu,70 - 74,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040901355.pdf," Trigiant Group Limited  Annual Report 2019 7474INDEPENDENT AUDITOR™S REPORTAUDITOR™S RESPONSIBILITIES FOR THE AUDIT OF THE CONSOLIDATED FINANCIAL STATEMENTS AUDITOR™S RESPONSIBILITIES FOR THE AUDIT OF THE CONSOLIDATED FINANCIAL STATEMENTS (CONTINUED)(CONTINUED)Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with those charged with governance regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide those charged with governance with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with those charged with governance, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in the independent auditor™s report is Kwok Lai Sheung.Deloitte Touche TohmatsuCertified Public AccountantsHong Kong23 March 2020",True
PricewaterhouseCoopers,69 - 73,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040901235.pdf,"73INDEPENDENT AUDITOR™S REPORTFrom the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Ms. Antoinette Hoon.PricewaterhouseCoopersCertified Public AccountantsHong Kong, 27 February 2020",True
KPMG,48 - 55,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040901057.pdf,"55AUDITOR™S RESPONSIBILITIES FOR THE AUDIT OF THE CONSOLIDATED FINANCIAL STATEMENTS (continued)We communicate with the Audit Committee regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence and communicate with them all relationships and other matters that may reasonably be thought to bear on our independence and, where applicable, related safeguards.From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Chan Kim Tak.KPMGCertified Public Accountants8th Floor, Prince™s Building10 Chater RoadCentral, Hong Kong27 March 2020",True
PricewaterhouseCoopers,82 - 88,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040900912.pdf,"Independent Auditor™s Report88Binhai Investment Company Limited   Annual Report 2019AUDITOR™S RESPONSIBILITIES FOR THE AUDIT OF THE CONSOLIDATED FINANCIAL STATEMENTS Š continuedincluding the disclosures, and whether the consolidated financial statements represent the underlying transactions and events in a manner that achieves fair presentation.or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with the Audit Committee regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with the Audit Committee , we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Cheng Kwong On.PricewaterhouseCoopersCertified Public AccountantsHong Kong, 25 March 2020",True
BDO Limited,89 - 96,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040900887.pdf,"095  INDEPENDENT AUDITOR™S REPORTfinancial information of the entities or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with the Audit Committee regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with the directors, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.BDO LimitedCertified Public AccountantsLee Ka Leung, DanielPractising Certificate Number P01220Hong Kong, 24 March 2020   P012202020324",True
Ernst & Young,89 - 96,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040900781.pdf,"95INDEPENDENT AUDITOR™S REPORT (CONTINUED)    AUDITOR™S RESPONSIBILITIES FOR THE AUDIT OF THE CONSOLIDATED FINANCIAL STATEMENTS (continued)From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Melody Lam Siu Wah.Ernst & YoungCertified Public AccountantsHong Kong24 February 2020",True
Ernst & Young,48 - 52,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040900688.pdf,"52 To the shareholders of Sun.King Power Electronics Group Limited(Incorporated in the Cayman Islands with limited liability)AUDITOR™S RESPONSIBILITIES FOR THE AUDIT OF THE CONSOLIDATED FINANCIAL STATEMENTS (continued)We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Ng Siu Ki Ricky.Ernst & YoungCertified Public Accountants22/F, CITIC Tower1 Tim Mei AvenueCentral, Hong Kong25 March 2020",True
Certified ,151 - 158,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040900635.pdf,"158Ł Evaluate the overall presentation, structure and content of the consolidated financial statements, including the disclosures, and whether the consolidated financial statements represent the underlying transactions and events in a manner that achieves fair presentation.Ł Obtain sufficient appropriate audit evidence regarding the financial information of the entities or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with the Audit Committee regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide the Audit Committee with a statement that we have complied with relevant ethical requirements regarding independence and communicate with them all relationships and other matters that may reasonably be thought to bear on our independence and, where applicable, related safeguards.From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Chung Kai Ming.Certified Public Accountants8th Floor, Prince™s Building10 Chater RoadCentral, Hong Kong17 March 2020",True
Deloitte Touche Tohmatsu,56 - 61,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040900623.pdf,"INDEPENDENT AUDITOR™S REPORT 61Evaluate the overall presentation, structure and content of the consolidated financial statements, including the disclosures, and whether the consolidated financial statements represent the underlying transactions and events in a manner that achieves fair presentation.Obtain sufficient appropriate audit evidence regarding the financial information of the entities or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with those charged with governance regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide those charged with governance with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with those charged with governance, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in the independent auditor™s report is Tsang Kai Tai.Deloitte Touche TohmatsuCertified Public AccountantsHong Kong30 March 2020",True
PricewaterhouseCoopers,58 - 64,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040900621.pdf,"64From the matters communicated with the Audit Committee, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in this independent auditor™s report is Ho Chiu Yin, Ivan.PricewaterhouseCoopersCertified Public AccountantsHong Kong, 27 March 2020",True
Deloitte Touche Tohmatsu,133 - 138,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040900591.pdf,"FINANCIAL REPORT  139 |       the consolidated financial statements, including the disclosures, and whether the consolidated financial statements represent the underlying transactions and events in a manner that achieves fair presentation.financial information of the entities or business activities within the Group to express an opinion on the consolidated financial statements. We are responsible for the direction, supervision and performance of the group audit. We remain solely responsible for our audit opinion.We communicate with those charged with governance regarding, among other matters, the planned scope and timing of the audit and significant audit findings, including any significant deficiencies in internal control that we identify during our audit.We also provide those charged with governance with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence, and where applicable, related safeguards.From the matters communicated with those charged with governance, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor’s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in the independent auditor’s report is Sze On Tat.Deloitte Touche TohmatsuCertified Public AccountantsHong Kong16 March 2020",True
Deloitte Touche Tohmatsu,58 - 65,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0409/2020040900563.pdf,"65INDEPENDENT AUDITOR™S REPORT (continued)Auditor™s Responsibilities for the Audit of the Consolidated Financial Statements (continued)From the matters communicated with those charged with governance, we determine those matters that were of most significance in the audit of the consolidated financial statements of the current period and are therefore the key audit matters. We describe these matters in our auditor™s report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, we determine that a matter should not be communicated in our report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication.The engagement partner on the audit resulting in the independent auditor™s report is Sze Ching Yiu.Deloitte Touche TohmatsuCertified Public AccountantsHong Kong 18th March, 2020†",True
